SessionId,Phase,Step,Time,LeftSimilarity,RightSimilarity
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,3.444,1.0000,0.9442
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,3.556,1.0000,0.9590
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,3.666,0.0000,0.9623
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,3.778,0.0000,0.9579
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,3.889,0.0000,0.9582
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.000,0.0000,0.9588
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.111,0.0000,0.9565
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.222,0.0000,0.9574
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.333,0.0000,0.9546
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.444,0.0000,0.9506
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.555,0.0000,0.9519
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.666,0.0000,0.9396
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.777,0.0000,0.9322
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,4.888,0.0000,0.9203
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.000,0.0000,0.9216
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.111,0.0000,0.9105
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.222,0.0000,0.9052
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.333,0.9446,0.9111
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.444,0.9622,0.9266
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.555,0.9993,0.9051
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.666,1.0000,0.9011
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.777,1.0000,0.8978
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.888,1.0000,0.9059
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,5.999,1.0000,0.9042
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.111,1.0000,0.9023
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.221,1.0000,0.9011
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.333,1.0000,0.8992
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.444,1.0000,0.8982
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.555,1.0000,0.8941
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.666,1.0000,0.8909
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.777,1.0000,0.8857
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.888,1.0000,0.8812
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,6.999,1.0000,0.8790
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.110,1.0000,0.8796
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.221,1.0000,0.8768
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.333,1.0000,0.8759
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.444,1.0000,0.8741
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.555,1.0000,0.8783
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.666,1.0000,0.8728
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.777,1.0000,0.8738
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.888,1.0000,0.8649
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,7.999,1.0000,0.8601
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,8.110,1.0000,0.8595
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,8.221,1.0000,0.8600
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,제한장벽확인,8.332,1.0000,0.8620
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,2.889,1.0000,0.9087
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.000,1.0000,0.8148
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.111,1.0000,0.8161
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.222,1.0000,0.8193
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.333,1.0000,0.8254
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.444,1.0000,0.8400
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.555,1.0000,0.8647
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.666,1.0000,0.8767
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.778,1.0000,0.8849
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,3.889,1.0000,0.8975
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.000,1.0000,0.9184
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.111,1.0000,0.9251
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.222,1.0000,0.9174
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.333,1.0000,0.9010
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.444,1.0000,0.8820
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.555,1.0000,0.8649
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.666,1.0000,0.8580
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.777,1.0000,0.8509
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,4.888,1.0000,0.8368
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.000,1.0000,0.8307
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.111,1.0000,0.8227
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.222,1.0000,0.8144
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.333,1.0000,0.8014
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.444,1.0000,0.7950
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.555,1.0000,0.7936
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.666,1.0000,0.7894
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.777,1.0000,0.7993
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.888,1.0000,0.8302
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,5.999,1.0000,0.8792
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.111,1.0000,0.9073
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.222,1.0000,0.9258
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.333,1.0000,0.9084
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.444,1.0000,0.8558
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.555,1.0000,0.8229
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.666,1.0000,0.8031
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.777,1.0000,0.7908
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.888,1.0000,0.8065
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,6.999,1.0000,0.8008
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.110,1.0000,0.7945
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.221,1.0000,0.7904
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.333,1.0000,0.7934
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.444,1.0000,0.7941
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.554,1.0000,0.7995
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.665,1.0000,0.7904
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.776,1.0000,0.7877
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.887,1.0000,0.7837
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,7.998,1.0000,0.7829
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,8.109,1.0000,0.7746
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,8.220,1.0000,0.7690
13ac2e22-d0e6-4808-b042-7de7ac43f6ab,전부,스트레칭,8.331,1.0000,0.7747
